date,open,high,low,close,volume,ma_10,rsi,next_day_movement,future_price
2024/04/17,229.x,181.9.9,118.x,ERROR,{5788278},175.95abc,18.0,Up,177.66
07/02/24,138.3,240.62abc,175.8.2,135.05,5802270,137.23,?,down,198.01??
25/01/24,ERROR,277.x,204.45,228.x,4760929,(163.51),14.68,???,148.27
2024-04-21,181.35,none,none,none,"6701975,abc",(193.65),92.77.x,Up,NaN
22/01/24,212.x,NaN,125.6.2,NaN,4551498,133.5.2,87.6.x,↓,295.03
04-04-2024,152.x,(253.42),171.4.4,297.66abc,,none,79.62,Down,NaN
12-03-2024,288.x,212.82abc,260.x,ERROR,"7646913,abc",126.x,?,???,NaN
2024/03/17,?,(185.13),254.93,113.5.7,{4727921},NaN,57.48,Down,272.33??
2024-02-01,ERROR,?,?,244.1.0,{7712187},255.22,520,Up,130.65
2024/03/09,199.21abc,179.88,252.x,ERROR,"7431552,abc",137.x,58.15.x,Down,outlier
07/03/24,NaN,296.9abc,none,215.7.4,7545421units,ERROR,63.96,Down,NaN
2024-04-20,185.07abc,ERROR,NaN,ERROR,,(250.31),low,Down,outlier
2024/03/03,235.97,278.4.9,ERROR,none,"5734557,abc",295.x,1315,↑,248.63??
11-04-2024,106.8.5,none,ERROR,264.89abc,8011065units,243.85abc,59.66.x,UP,293.04
2024/01/18,none,213.97abc,ERROR,199.27abc,7525350,(224.92),60.72,Up,outlier
19/02/24,135.43,none,124.42abc,ERROR,,162.x,82.85,UP,outlier
10-03-2024,203.44,NaN,NaN,158.0.9,Null,?,65.66,↑,NaN
06-01-2024,224.x,NaN,(145.17),NaN,Null,?,42.65,UP,outlier
2024-02-15,ERROR,(283.93),ERROR,235.1.4,"3505431,abc",none,low,↓,outlier
15/02/24,ERROR,105.4.9,NaN,?,{2467273},225.x,high,UP,288.41
07/01/24,230.11,ERROR,276.06abc,?,4309480,ERROR,?,Down,222.18
29/04/24,none,?,?,?,,(239.69),none,Up,outlier
21-01-2024,(190.67),184.3.8,NaN,?,"1780073,abc",(159.41),1326,down,NaN
23/02/24,?,260.x,164.6.3,246.1.9,,NaN,92.56,down,132.14
23/02/24,ERROR,177.x,292.69,NaN,Null,101.65abc,51.83,Down,133.5??
12/02/24,215.0.6,?,ERROR,271.x,,253.95abc,none,↓,227.91??
2024-01-01,ERROR,210.3.9,NaN,299.43abc,{5332040},291.9.2,58.64.x,Down,NaN
08-04-2024,(107.9),none,240.57abc,(284.13),Null,289.82,67.26.x,Up,197.73
17-02-2024,(206.53),(202.24),147.6,270.66,"1151182,abc",116.53,98.09,down,202.06??
08-01-2024,(167.81),none,NaN,148.31,2664366units,269.88,77.61.x,???,239.22
2024/02/23,229.0.9,198.93,186.87,(104.68),7362829units,ERROR,51.93.x,UP,181.24??
15-02-2024,158.x,none,?,142.x,"4307266,abc",183.18,1083,down,outlier
2024/02/14,194.47abc,(209.92),134.52,194.82,8119183units,182.x,89,↑,outlier
2024-02-08,NaN,225.27,143.4.8,ERROR,5973076units,262.91abc,?,???,NaN
2024-02-29,123.1abc,NaN,100.13,(197.68),Null,217.3abc,33.63.x,↓,227.57??
26-02-2024,141.37,282.61abc,109.x,?,"8755159,abc",270.29abc,225,down,256.63??
16/02/24,none,NaN,NaN,206.x,Null,178.8.8,68.65.x,down,NaN
2024-04-26,198.69abc,?,ERROR,282.x,1700129units,143.3.0,?,UP,outlier
06-02-2024,132.x,221.4.0,NaN,224.x,,(189.77),22.51,Down,outlier
2024-03-14,214.x,241.x,NaN,ERROR,"8658628,abc",ERROR,29.13.x,Up,NaN
08/02/24,270.06abc,287.84,none,291.26,5267857,NaN,27.66.x,UP,outlier
2024/01/15,NaN,180.94,178.0.1,NaN,,212.x,27.93,Up,207.67??
2024-01-07,272.x,NaN,218.1.6,?,4592450,ERROR,75.02.x,???,NaN
22-04-2024,185.02abc,NaN,157.65,247.61,Null,190.0.6,24.23.x,Down,outlier
2024-03-07,277.06,146.3.6,247.x,143.2.5,{4955687},none,366,UP,256.94??
2024**04**05,NaN,ERROR,177.0.5,276.49,Null,130.x,20.39,Up,NaN
30-01-2024,(125.06),ERROR,NaN,242.03,,210.2.0,1013,↓,224.63
16/03/24,184.25abc,NaN,114.x,(243.38),2306456units,(172.48),915,Down,outlier
2024-01-01,NaN,?,?,281.9,"3279412,abc",none,23,???,NaN
2024-04-17,(221.26),none,NaN,?,7069895units,NaN,64.21.x,???,141.2
2024/02/24,127.25abc,none,122.03abc,?,{6546101},(279.38),?,↓,167.16
2024/03/03,(254.49),119.x,179.x,(147.42),"3908144,abc",233.47,2.2,down,outlier
2024-03-08,235.x,221.3.2,none,?,1337670,(207.78),403,Down,206.78
2024-01-13,203.7.3,?,292.81abc,NaN,Null,NaN,low,Down,NaN
20/04/24,237.25abc,NaN,172.1abc,none,,none,892,???,125.48
2024-04-08,ERROR,268.44abc,?,(171.85),{3127861},none,1432,down,outlier
14-01-2024,139.x,ERROR,none,(110.15),Null,121.36,92.59,↑,outlier
07/03/24,?,ERROR,260.99abc,(246.46),"8432664,abc",104.x,?,UP,NaN
18-03-2024,ERROR,none,149.31abc,208.19,"2617467,abc",NaN,70.77.x,↑,NaN
13-02-2024,(243.7),(107.38),197.x,?,1224138units,138.x,2.24.x,UP,outlier
2024/04/09,163.2.4,175.6abc,none,none,2803340,158.x,1494,???,NaN
16-01-2024,none,ERROR,245.84,188.12abc,"3457214,abc",117.1.3,low,???,outlier
01-04-2024,(207.53),NaN,?,244.x,{1295867},?,92,Down,outlier
24-04-2024,250.x,none,(166.32),195.36abc,{6893940},NaN,35.26.x,↑,213.46??
18-04-2024,NaN,238.65,250.02abc,?,4660859,160.13abc,?,↑,outlier
14-03-2024,NaN,247.29,124.0.3,196.7.0,8820684,ERROR,7.4.x,???,outlier
2024/03/22,143.76abc,?,NaN,ERROR,"7329139,abc",147.58abc,37.09.x,???,146.11
20/04/24,239.97abc,NaN,(205.72),262.7.2,,165.x,low,Down,177.6??
2024-04-09,NaN,121.06,170.23,ERROR,Null,none,364,↑,outlier
2024**04**05,(297.14),(297.62),ERROR,162.88,{6767011},286.21abc,?,UP,297.54
2024**04**05,215.x,ERROR,148.x,ERROR,1668840,ERROR,71.0,↓,NaN
01/03/24,NaN,ERROR,none,216.3.6,"4322506,abc",(163.33),27.98,UP,outlier
2024/03/24,none,104.x,NaN,?,{4510967},168.45,29.81.x,down,NaN
2024/02/20,(282.64),101.4.1,(105.63),257.08abc,,277.68abc,32.08.x,↑,183.61??
02/04/24,?,ERROR,none,?,Null,197.77,84.85.x,↓,outlier
2024-01-19,ERROR,none,none,?,Null,?,?,???,outlier
2024/04/15,124.x,NaN,NaN,209.5.6,"5562370,abc",ERROR,53.77,UP,outlier
2024/02/06,104.6.2,111.99abc,248.9.7,270.x,"8939570,abc",238.61abc,?,↓,250.68??
29/02/24,NaN,(245.62),?,171.1.9,{2793329},ERROR,28.9.x,down,178.99??
2024-04-20,NaN,?,none,(102.44),,?,947,↑,156.93??
2024/01/07,NaN,(260.26),NaN,none,"3211708,abc",282.56,1059,Up,284.69
2024/03/20,135.1.4,NaN,?,248.81abc,,(195.89),1079,↓,243.5??
07-03-2024,165.49abc,114.28abc,224.82abc,121.14,7572957,NaN,low,↓,NaN
2024/01/05,235.08abc,NaN,?,201.58abc,,170.1.4,none,Up,122.8??
11/02/24,?,(183.93),(295.56),(129.71),{8680016},NaN,73.67,↓,253.06
2024/04/27,NaN,206.6.0,297.61,218.97,Null,ERROR,high,↓,NaN
2024-03-23,245.8.8,(113.33),NaN,none,7999618,NaN,?,Up,106.64??
25/04/24,none,?,178.28abc,?,{8943761},ERROR,89.95.x,↓,outlier
2024/03/07,297.0.7,227.x,157.x,246.1.4,,263.x,58.54,???,173.97
2024/01/20,121.81,142.x,NaN,146.2.7,Null,151.7.2,1169,Up,162.96
2024/04/01,none,(279.79),281.8.7,191.4.1,Null,179.x,66.59,down,127.5
06-01-2024,200.x,272.6.6,220.17,ERROR,{7684400},116.x,1063,???,NaN
25/04/24,147.4.7,245.56,NaN,264.99abc,Null,?,80.78,↑,179.44??
05-01-2024,NaN,NaN,ERROR,262.34,7866117units,219.7.3,1354,Down,145.68
2024-03-09,?,none,ERROR,none,{2313011},156.64abc,low,↓,NaN
07-03-2024,(178.49),188.2.1,ERROR,229.49,7296057,(269.32),87.74.x,down,NaN
2024-04-08,?,none,117.4.2,273.32,4719483units,?,43.36.x,Down,151.47??
2024-01-02,?,NaN,?,134.95,"6852801,abc",none,998,UP,106.33??
22/03/24,266.6.5,NaN,247.79abc,245.9.3,"5242325,abc",?,1127,Up,263.25??
2024-02-17,NaN,?,(187.84),none,4671610,243.x,5.46.x,Up,outlier
01/02/24,(259.69),220.7.2,ERROR,254.42,,(179.6),999,Down,NaN
31/03/24,164.5.8,266.9abc,ERROR,193.6.4,"1255833,abc",202.4.1,low,↑,236.65
2024/01/10,103.8.8,NaN,274.5.5,181.5.2,Null,185.16abc,-11,down,266.08??
2024/04/20,259.67,none,NaN,222.x,5825345,NaN,1176,Up,outlier
2024-01-20,?,295.97,261.71abc,234.2.2,"8188555,abc",ERROR,high,Up,outlier
2024/01/29,(220.33),(194.34),?,NaN,4685271,194.2.3,87.7.x,???,212.35
24/02/24,(252.95),ERROR,242.16abc,NaN,"6261145,abc",none,high,down,outlier
2024/02/06,(128.79),NaN,none,none,"7044205,abc",NaN,high,down,220.96??
2024-04-15,211.39abc,NaN,174.x,none,7177882,253.x,79.64.x,down,174.85
15-04-2024,ERROR,173.08,225.8.9,none,1731142,(224.87),1041,↑,outlier
2024/01/11,182.1.7,214.26abc,NaN,(279.6),8685801,254.2.7,49.65,↓,107.98
2024-03-23,161.89,none,none,204.5,2221500,230.2abc,?,UP,NaN
17-01-2024,150.5.6,213.2,202.05abc,NaN,,NaN,25.7,↓,outlier
2024/04/15,222.7.2,none,none,253.53abc,1695720units,none,40.57.x,???,outlier
2024-03-06,180.x,NaN,219.x,229.64,"1307906,abc",266.05,72.47,down,NaN
08-02-2024,ERROR,184.7abc,none,?,"3761815,abc",242.74,?,↑,261.24??
26/01/24,150.x,162.4.3,286.42,289.59abc,,ERROR,24.98,↑,NaN
2024/01/23,?,NaN,264.63,ERROR,"3230744,abc",260.x,60.3,↑,181.89??
30/01/24,135.9,(294.32),178.x,264.82abc,Null,NaN,38.36,Up,184.71
03/02/24,251.49abc,ERROR,132.0.6,262.25,{6146118},?,1343,UP,outlier
2024/04/02,113.86,225.x,279.1.7,none,,?,none,Up,NaN
2024**04**05,?,201.0.4,(248.82),218.6.4,2936575units,?,low,down,114.9??
2024-02-17,167.9.9,(119.6),281.0.9,(213.94),1281161,?,1054,???,261.03
09/01/24,292.61abc,150.x,ERROR,283.x,8558809units,none,86.28.x,↓,NaN
23-04-2024,270.73,168.99,224.x,none,{4346629},ERROR,1136,Up,112.77??
2024/04/18,126.1abc,(152.41),249.x,110.98abc,{1832257},none,3.74.x,↓,NaN
23-02-2024,?,124.x,(208.96),157.13,6045387units,287.6.1,?,Down,NaN
2024/01/02,ERROR,(248.89),ERROR,161.0.7,6854567units,(291.27),43.05,???,251.73??
08-13-2024,NaN,ERROR,(157.95),135.1.8,"2604180,abc",none,361,↓,122.68
22/04/24,?,165.09,157.88,NaN,,ERROR,97.4,Up,135.54
14-02-2024,170.67abc,NaN,NaN,(162.46),"6718229,abc",ERROR,792,down,283.09??
2024/01/27,none,250.x,176.x,NaN,"3469618,abc",?,1113,↓,176.93
2024-02-04,177.x,223.9.2,103.x,251.x,,110.3.7,low,Down,229.47??
2024-02-06,183.03abc,ERROR,237.0.4,?,8539022,179.x,high,Down,outlier
2024/03/13,ERROR,211.83,?,ERROR,Null,165.49abc,69.84.x,Down,151.27
06-03-2024,(186.49),ERROR,256.7.5,234.66,{7411003},?,98.06.x,down,138.06
2024/01/07,(128.71),183.3.9,275.01abc,ERROR,"6389989,abc",ERROR,81.43.x,Up,218.66??
2024-02-09,NaN,ERROR,100.65abc,(172.27),2477296,?,5.77.x,down,276.6??
2024-02-12,none,111.61abc,none,109.82abc,Null,210.6.1,72.85,Up,239.36
2024-03-21,106.x,?,NaN,120.x,5835170,ERROR,95.37,↓,NaN
2024-04-30,193.x,ERROR,none,109.x,{1095162},none,48.17,???,127.72??
31/01/24,151.32,107.32abc,214.x,none,"1099651,abc",ERROR,81.57.x,???,NaN
2024/02/17,?,180.x,none,141.x,,267.x,943,UP,NaN
17-03-2024,274.x,271.97abc,?,NaN,"4988859,abc",210.93abc,1397,???,120.42??
2024/01/04,160.3.7,165.02,(151.51),281.11,,?,94.63.x,↓,outlier
15/01/24,ERROR,145.06abc,230.2.9,none,Null,171.7abc,626,UP,NaN
2024-02-03,?,?,(248.87),(161.89),{8448708},195.3,1264,UP,NaN
2024-02-05,?,(292.42),292.8.6,NaN,Null,217.08,906,???,196.04??
2024-03-11,119.x,ERROR,none,245.1.7,1245478,123.8.8,-17,???,NaN
2024/03/06,?,168.66abc,236.x,102.7.3,,?,133,???,NaN
28-04-2024,291.22abc,none,189.1.3,259.64abc,7454963units,none,?,Down,outlier
11/03/24,267.01,256.2.5,203.75,(184.85),Null,?,-32,Up,NaN
06/02/24,271.5.4,?,118.11abc,?,Null,(103.08),72.03,↓,outlier
2024/01/02,ERROR,224.5.4,139.85abc,?,5834744units,292.1.5,none,UP,NaN
2024/03/08,ERROR,210.95abc,140.84abc,none,8410069units,ERROR,1404,Up,NaN
20/01/24,128.3.4,(132.29),ERROR,NaN,2208164,ERROR,low,???,outlier
2024/03/21,(101.71),133.23abc,ERROR,142.44,"8739557,abc",none,93.84,↑,NaN
23/04/24,none,NaN,(239.98),137.35abc,"7607528,abc",ERROR,61.35,↓,255.5??
2024/02/27,ERROR,214.91,ERROR,?,"7751333,abc",119.51,1082,UP,NaN
2024-03-09,ERROR,154.3.1,163.09,105.3abc,Null,?,1163,↓,NaN
17/03/24,188.x,259.6.4,none,104.x,,(115.39),50.48,UP,187.94??
2024/03/14,204.94abc,249.x,174.x,?,Null,262.x,26.19.x,down,119.49
2024/01/09,(239.53),123.43,ERROR,ERROR,,201.7.0,26.26.x,↓,106.31
09-04-2024,none,(128.88),?,173.7.3,Null,249.7.3,93.12,???,NaN
2024-01-30,125.42abc,NaN,198.87abc,149.4.2,3339283,ERROR,19.72,Up,243.98??
08-02-2024,(257.62),166.8.1,none,217.1.7,5097008units,?,701,UP,199.36??
2024/02/13,(145.91),165.5.0,?,ERROR,"7959314,abc",?,83.6.x,↓,168.73
2024/03/20,102.91abc,208.7.4,198.x,none,,(180.79),344,UP,NaN
31-01-2024,ERROR,none,NaN,ERROR,"8773039,abc",NaN,?,down,NaN
2024/01/10,245.56abc,(192.32),NaN,(165.52),{8572374},none,13.41,↓,187.68??
06/03/24,166.x,none,261.6.8,237.8.8,,ERROR,none,???,NaN
18-02-2024,ERROR,NaN,165.5,?,5344208units,NaN,low,↑,178.98??
09-04-2024,236.73abc,NaN,ERROR,NaN,3493468units,245.9,1228,↑,124.39??
2024/04/30,NaN,none,?,NaN,,103.88,69.23,Up,NaN
2024-02-17,NaN,152.x,NaN,168.x,4298311units,(260.73),4.14.x,down,294.61??
2024**04**05,NaN,NaN,195.x,NaN,8173292units,none,367,Up,152.42??
2024-04-02,193.x,none,NaN,(159.55),{7308481},ERROR,2.38.x,Up,outlier
22-04-2024,?,288.91abc,269.1.8,(148.33),,(196.72),?,???,266.88
2024/03/02,NaN,277.61,103.76abc,none,"5283189,abc",224.9.8,87,↑,outlier
2024**04**05,184.93abc,270.41,?,ERROR,Null,(241.44),none,Up,outlier
2024-04-25,264.4,244.45,ERROR,177.98,1503969,NaN,24.46.x,down,204.92
2024/01/23,ERROR,?,178.x,?,7930784units,?,low,???,NaN
30-04-2024,(111.21),263.0.8,?,143.14,3604012units,166.6.4,?,Up,outlier
2024/03/18,NaN,260.65abc,162.99,103.41,Null,NaN,1425,Up,125.03??
30-01-2024,NaN,none,none,279.82abc,"1535180,abc",none,high,Down,269.05
29-01-2024,NaN,?,NaN,215.42abc,Null,211.03abc,64.49.x,Up,257.26??
2024-03-29,238.2.6,NaN,185.07abc,?,"8616726,abc",149.5.1,?,↑,114.1
16-03-2024,204.4.4,(215.66),120.19,152.23,{2099923},247.58abc,79.95,Down,147.91??
16-04-2024,170.7.7,?,177.9.2,259.49,,126.56,67.17,↓,NaN
2024-04-25,none,none,?,(153.78),8185730,(216.82),low,???,outlier
2024**04**05,279.x,151.x,none,100.22,Null,NaN,87.89,Up,292.26
15-01-2024,?,NaN,188.35,NaN,,none,high,↑,NaN
2024-02-12,NaN,148.14,(161.52),237.67abc,"5434572,abc",193.04,high,down,NaN
30/01/24,NaN,161.x,NaN,none,4325023units,137.x,?,↑,outlier
02/02/24,(281.02),none,234.42,none,6195878units,ERROR,high,↑,outlier
12/01/24,238.x,ERROR,none,184.75abc,,224.5.3,83.12.x,Up,NaN
31/01/24,264.5.4,300.9.2,NaN,157.19,,198.x,981,↓,NaN
2024-03-28,ERROR,?,none,ERROR,Null,?,15.86.x,Down,284.76??
11-03-2024,277.86,(138.85),?,213.39abc,{1300107},279.21abc,33.7,Up,161.44??
2024/01/17,(219.56),250.29abc,(292.68),170.47abc,7377041,none,78.19,UP,NaN
2024**04**05,ERROR,(239.47),?,(185.54),8043896,ERROR,486,Down,outlier
22/01/24,111.33abc,(173.19),NaN,104.x,Null,?,90.4.x,↑,143.16
2024-02-15,none,158.x,none,?,{6218065},262.98,511,down,NaN
2024-01-14,?,(151.51),134.x,(161.54),Null,255.x,high,Down,NaN
2024/04/22,?,279.3.5,143.16,?,4096267units,158.74,13.2,↓,NaN
09/02/24,NaN,282.85abc,101.37,285.24abc,,286.28,low,↑,NaN
06/04/24,229.x,248.34abc,259.67,?,Null,179.3.0,51.05,↓,outlier
2024-03-29,NaN,191.49,NaN,211.46abc,1084101units,(270.89),?,UP,outlier
30/01/24,137.x,ERROR,NaN,(183.71),Null,NaN,84.67.x,Up,outlier
30/03/24,?,ERROR,271.x,?,"6997731,abc",254.3.6,79.06.x,UP,outlier
26-04-2024,146.53abc,263.9.9,NaN,NaN,6792876units,182.9abc,695,???,NaN
14-04-2024,(109.39),ERROR,198.99,270.86abc,1361444,(222.52),low,???,125.78??
02-01-2024,(288.23),ERROR,173.27,?,7424535,196.1.1,low,Down,168.52
2024-04-18,?,ERROR,?,160.7.2,{5515378},248.08abc,274,↓,outlier
22/04/24,(249.51),206.x,(202.55),NaN,2970581units,216.29abc,94.18,???,140.07??
14-01-2024,?,142.59,none,NaN,{3982782},203.62,98.37,UP,174.18??
2024/02/19,NaN,263.74abc,ERROR,?,,235.x,high,UP,173.48??
2024/04/01,269.6.9,?,ERROR,NaN,8382357,292.49,15.22,Down,outlier
14/03/24,266.x,(167.29),123.x,(217.21),{7589418},189.x,94.44.x,UP,203.15
24/04/24,215.13abc,(103.45),105.09,NaN,{6610155},139.53,93.4.x,Down,207.06??
2024-01-26,none,?,(251.28),ERROR,{7992668},209.76abc,515,↓,outlier
29-01-2024,none,?,225.x,none,5150256,270.x,26.92.x,↓,outlier
2024/03/02,ERROR,NaN,?,(293.97),6675451units,NaN,96.18.x,UP,284.52??
2024/04/05,NaN,none,(288.65),ERROR,{7589545},?,10.77.x,Up,293.07??
16/04/24,172.x,ERROR,(166.13),193.x,Null,269.3abc,high,Up,NaN
2024/03/05,235.4.2,none,156.16abc,NaN,2493979units,NaN,73.06,Up,293.63??
18-03-2024,259.58abc,276.72,NaN,286.06,5816439units,132.5.2,25.86,UP,193.9
18/01/24,270.5,(179.25),none,(160.36),,NaN,77.38.x,↑,outlier
2024-04-27,none,227.46,157.x,129.6.9,,?,none,↓,219.65
2024-01-18,NaN,none,ERROR,276.72abc,,none,588,Up,150.14??
31-03-2024,123.7.5,ERROR,224.9,240.32abc,2660382units,189.2.9,high,UP,outlier
2024-04-06,?,(104.67),?,NaN,,244.x,91.23.x,↑,112.41??
2024-01-10,?,(156.04),173.x,204.7,3881779,ERROR,49.88.x,↓,175.57
2024/04/06,(249.42),none,NaN,ERROR,Null,ERROR,?,Down,295.37??
2024-03-06,?,173.2.4,NaN,none,,?,46.13.x,down,102.26
20/01/24,103.x,(180.99),231.41,(181.49),,NaN,27.2.x,↑,NaN
2024/01/11,(297.91),NaN,208.x,119.6.0,Null,ERROR,93.77.x,Down,294.02??
23-03-2024,ERROR,ERROR,222.0.7,195.11abc,"2512329,abc",286.x,?,UP,197.55??
24-04-2024,205.7.6,164.x,none,none,"8571033,abc",162.0.3,32.2.x,↑,234.76
15/02/24,?,268.x,219.x,287.x,Null,201.2.9,429,UP,161.3??
10/03/24,NaN,176.x,NaN,124.5.5,Null,none,1413,Down,128.79
15-02-2024,194.x,219.15,?,?,,ERROR,71.26,↑,217.8??
29/04/24,248.4,NaN,234.1abc,?,,165.x,low,???,outlier
2024-03-09,none,139.17abc,?,100.85,Null,none,741,Down,199.99
23-03-2024,none,?,251.76abc,293.1.4,8689539,NaN,78.15,Up,120.85
14-02-2024,251.92,?,229.02abc,NaN,4082290units,(195.78),79.15,Up,282.12??
2024/02/19,NaN,108.85abc,none,215.92abc,{5585965},198.x,none,down,outlier
19-01-2024,183.8.9,none,NaN,(132.45),5639955,NaN,low,???,outlier
01/04/24,(115.35),103.99,none,285.x,{4817688},none,242,↓,NaN
10/01/24,?,129.06abc,?,118.86abc,3455006,ERROR,none,↑,188.08??
18-01-2024,(244.78),ERROR,?,216.x,{6006492},NaN,404,↑,177.66
25-03-2024,(162.28),163.17,none,286.6.5,3178107units,none,1003,↓,261.79
10/01/24,ERROR,NaN,NaN,237.17abc,4364883units,?,21.69.x,Up,160.73
2024-04-03,260.7.3,none,160.25abc,ERROR,Null,246.8abc,78.2,↓,NaN
2024/02/17,157.2.9,247.4.9,(147.8),NaN,Null,287.53abc,none,Down,106.86??
31/03/24,219.x,209.77,263.7.1,278.61,{2057208},116.16,1487,Up,NaN
2024-04-20,172.7.1,NaN,?,ERROR,{7501604},155.1.5,36,Down,231.93
08-04-2024,171.4.4,ERROR,(186.74),266.x,Null,(135.66),low,UP,NaN
18/01/24,ERROR,(119.36),280.2.8,(141.01),4094777units,256.53abc,54.35,UP,195.51
05-03-2024,(108.56),none,260.81abc,ERROR,"2683004,abc",117.x,56.46.x,UP,NaN
2024/02/06,(107.97),NaN,229.x,(281.58),"4394283,abc",146.x,82.29.x,Up,outlier
2024-01-13,218.x,NaN,ERROR,149.0.6,"3629268,abc",104.9.7,1190,down,159.15??
2024-04-01,(153.06),none,NaN,160.94,{8143380},?,82.2.x,UP,139.96
2024/04/29,(153.7),109.37abc,166.1.6,ERROR,"1340676,abc",281.x,568,Down,outlier
2024-02-15,none,(152.31),NaN,278.71abc,"1855321,abc",279.5abc,88.81.x,↓,199.22
2024/02/25,ERROR,ERROR,?,?,3944355,271.13abc,?,UP,NaN
10-01-2024,287.07,(268.27),(133.01),NaN,"5714371,abc",162.x,4.14.x,Up,272.71
25/01/24,NaN,(225.57),220.x,ERROR,Null,NaN,44.91.x,↑,206.15
2024-04-26,none,(135.45),254.92abc,226.x,{3555627},?,low,Down,202.55??
20/04/24,none,251.x,179.41,NaN,Null,104.x,91.15.x,↓,216.8
29/01/24,?,183.92,(226.0),?,,270.x,?,Down,NaN
14/02/24,138.x,(235.47),154.4.2,249.5.5,{3441616},283.3,395,Up,outlier
26/01/24,none,?,NaN,104.x,{8757348},259.84abc,1263,↓,225.91
30-04-2024,ERROR,(203.79),ERROR,127.44,{1604776},214.x,27.73,↑,186.87??
2024/03/07,233.72,274.64,232.07,ERROR,8113054units,?,74.29,UP,274.81??
2024/02/28,ERROR,209.84,NaN,NaN,Null,237.x,383,down,166.16??
14/04/24,(107.71),(248.1),146.x,143.x,"4407995,abc",none,1432,↓,NaN
2024-02-17,262.x,none,NaN,(193.76),"5202813,abc",NaN,?,???,NaN
16/03/24,ERROR,NaN,163.38abc,110.x,1560347units,?,1305,↑,outlier
2024/02/17,none,(192.93),NaN,294.x,"4208885,abc",(251.62),0.32.x,↑,195.15??
27/04/24,296.34,249.1.3,293.9.5,?,3438334,NaN,none,↑,287.48??
18-04-2024,none,(129.31),278.05abc,ERROR,8385230,ERROR,24.77.x,↓,115.65??
23/02/24,259.0.3,230.78,167.52,234.8.7,6534197units,ERROR,68.64.x,↓,117.67
24-02-2024,271.x,none,280.4,212.26abc,,181.03,?,↓,outlier
11-13-2024,128.x,195.84abc,NaN,235.2.8,Null,ERROR,11.87.x,Up,117.12
11-04-2024,289.13,?,207.0.1,203.x,3485703,112.4,low,down,NaN
2024**04**05,NaN,106.87,(203.34),(197.95),,233.9.1,28.66.x,↓,outlier
17-03-2024,(215.21),292.7,129.4.0,129.4.3,{4376892},255.4abc,92.71.x,???,NaN
2024/01/06,228.x,(141.02),?,none,,272.87,24.65.x,↓,outlier
2024/03/19,163.81abc,163.2.5,199.35abc,238.08abc,6104844units,133.94abc,low,???,261.98
2024/04/09,196.x,(205.16),ERROR,229.6.5,7161298,211.54,83.28.x,???,NaN
2024/03/03,NaN,(126.07),ERROR,(210.97),,129.68abc,high,down,231.83??
14/02/24,107.62,115.x,none,NaN,,(226.71),91.19.x,Down,254.56??
2024-02-14,NaN,266.7.7,269.8,242.18abc,{3750100},?,?,Down,271.25
2024/02/16,?,281.65,ERROR,228.4.1,Null,183.x,947,???,232.21
23/02/24,(195.33),204.8.9,115.x,none,2042482,(178.71),51.45.x,↓,270.6??
2024/02/10,223.x,255.06,ERROR,none,,(115.37),255,???,NaN
18/02/24,196.x,289.x,(220.92),155.7.0,6682360,NaN,121,UP,127.99??
17/03/24,none,?,176.32,none,Null,287.75abc,none,↓,outlier
07/03/24,none,NaN,255.4.2,NaN,7286173,NaN,543,Down,237.4??
2024-01-18,292.0.1,256.5.7,ERROR,245.x,,261.15abc,1389,Down,236.61
2024/03/15,none,223.01,235.x,292.x,,?,19.28,↓,190.13
2024**04**05,252.76,(144.64),ERROR,168.x,7096346units,ERROR,404,Up,NaN
2024-03-10,202.47abc,185.68,NaN,186.75,1809707units,?,89.46,???,254.94
20-01-2024,295.9.8,109.64abc,211.x,none,1783124,133.x,60.17.x,UP,outlier
01-02-2024,119.87,107.x,(299.33),197.x,Null,180.72abc,80.42,down,NaN
2024-01-14,ERROR,230.x,none,ERROR,{7113953},104.4.8,60,Up,outlier
17/01/24,290.48abc,(202.33),201.39,161.49,7702221units,(256.78),771,UP,NaN
25/03/24,none,105.71abc,258.04abc,NaN,"7647572,abc",?,?,Up,208.09
2024/01/09,248.59,126.x,?,149.x,2324964units,NaN,?,↑,NaN
2024-02-28,192.x,none,244.x,(178.0),"2194058,abc",ERROR,none,↑,NaN
2024-02-02,ERROR,193.x,NaN,NaN,,none,1.27,↑,215.04??
08-01-2024,(190.95),202.x,ERROR,127.72abc,"2828899,abc",(233.97),95.21.x,???,outlier
28-03-2024,264.0.7,(265.12),?,NaN,,(200.17),822,↓,outlier
2024-01-17,ERROR,ERROR,NaN,none,{4963867},ERROR,55.66.x,down,225.94??
29-02-2024,none,(222.12),120.x,none,,NaN,87.84.x,UP,197.86??
11/02/24,(298.87),149.07abc,173.x,187.02,,196.62abc,97.62,Down,NaN
12-02-2024,ERROR,265.34,?,(226.06),3564322units,?,high,down,outlier
2024/04/25,NaN,158.x,NaN,ERROR,3761120units,166.7abc,28.99,Up,243.1??
2024-03-08,NaN,164.6.8,none,ERROR,4291486,244.x,low,↓,141.25??
02-03-2024,none,none,ERROR,?,{4757135},178.x,11.06.x,↑,179.38
20/04/24,(196.77),250.x,ERROR,151.19,8275719,?,284,Up,NaN
2024-01-27,none,none,none,ERROR,"5188468,abc",?,low,Up,outlier
05-02-2024,274.76abc,198.8.9,236.09,209.8.6,,NaN,685,Up,NaN
